Date (GMT),Rate**
20 Feb 2019,126.67
21 Feb 2019,127.25
22 Feb 2019,126.67
23 Feb 2019,126.6
24 Feb 2019,126.99
25 Feb 2019,126.2
26 Feb 2019,126.29
27 Feb 2019,126.66
28 Feb 2019,126.95
01 Mar 2019,126.44
02 Mar 2019,126.12
03 Mar 2019,126.12
04 Mar 2019,126.62
05 Mar 2019,126.11
06 Mar 2019,126.85
07 Mar 2019,127.64
08 Mar 2019,128.76
09 Mar 2019,128.73
10 Mar 2019,128.7
11 Mar 2019,128.27
12 Mar 2019,127.74
13 Mar 2019,128.06
14 Mar 2019,127.69
15 Mar 2019,127.67
16 Mar 2019,127.93
17 Mar 2019,127.93
18 Mar 2019,127.7
19 Mar 2019,127.47
20 Mar 2019,127.17
21 Mar 2019,127.52
22 Mar 2019,129.68
23 Mar 2019,130.16
24 Mar 2019,130.16
25 Mar 2019,128.91
26 Mar 2019,128.36
27 Mar 2019,129.05
28 Mar 2019,128.81
29 Mar 2019,128.58
30 Mar 2019,128.43
31 Mar 2019,128.43
01 Apr 2019,127.74
02 Apr 2019,127.84
03 Apr 2019,127.04
04 Apr 2019,126.94
05 Apr 2019,126.64
07 Apr 2019,126.35
08 Apr 2019,126.98
09 Apr 2019,127.4
10 Apr 2019,127.59
11 Apr 2019,126.99
12 Apr 2019,125.95
13 Apr 2019,125.99
14 Apr 2019,125.8
15 Apr 2019,125.66
16 Apr 2019,125.76
17 Apr 2019,125.03
18 Apr 2019,125.43
19 Apr 2019,125.47
20 Apr 2019,125.43
21 Apr 2019,125.43
22 Apr 2019,125.83
23 Apr 2019,126.19
24 Apr 2019,126.54
25 Apr 2019,127.52
26 Apr 2019,127.16
27 Apr 2019,127.15
28 Apr 2019,127.15
29 Apr 2019,127.03
30 Apr 2019,127.48
01 May 2019,127.66
02 May 2019,127.86
03 May 2019,127.96
04 May 2019,127.83
05 May 2019,127.83
06 May 2019,128.94
07 May 2019,130.08
08 May 2019,129.97
09 May 2019,130.96
10 May 2019,130.76
11 May 2019,130.24
12 May 2019,130.24
13 May 2019,132.87
14 May 2019,131.38
15 May 2019,131.86
16 May 2019,131.62
17 May 2019,131.84
18 May 2019,131.82
19 May 2019,131.82
20 May 2019,131.58
21 May 2019,130.64
22 May 2019,131.47
23 May 2019,131.9
24 May 2019,131.06
25 May 2019,131.71
26 May 2019,131.68
27 May 2019,131.32
28 May 2019,131.3
29 May 2019,131.79
30 May 2019,131.22
31 May 2019,131.49
01 Jun 2019,131.94
02 Jun 2019,131.94
03 Jun 2019,131.07
04 Jun 2019,131.29
05 Jun 2019,131.19
06 Jun 2019,131.19
07 Jun 2019,131.47
08 Jun 2019,131.46
09 Jun 2019,131.46
10 Jun 2019,131.11
11 Jun 2019,131.15
12 Jun 2019,131.39
13 Jun 2019,131.92
14 Jun 2019,132.2
15 Jun 2019,132.24
16 Jun 2019,132.24
17 Jun 2019,132.17
18 Jun 2019,131.2
19 Jun 2019,131.73
20 Jun 2019,131.42
21 Jun 2019,131.45
22 Jun 2019,131.62
23 Jun 2019,131.62
24 Jun 2019,131.83
25 Jun 2019,131.94
26 Jun 2019,131.47
27 Jun 2019,131.25
28 Jun 2019,131
29 Jun 2019,130.91
30 Jun 2019,130.91
01 Jul 2019,130.07
02 Jul 2019,131.16
03 Jul 2019,131.15
04 Jul 2019,130.87
05 Jul 2019,130.35
06 Jul 2019,129.84
07 Jul 2019,129.84
08 Jul 2019,129.85
09 Jul 2019,129.95
10 Jul 2019,130
11 Jul 2019,129.82
12 Jul 2019,129.62
13 Jul 2019,129.55
14 Jul 2019,129.8
15 Jul 2019,129.25
16 Jul 2019,128.82
17 Jul 2019,129.13
18 Jul 2019,129.45
19 Jul 2019,129.29
20 Jul 2019,129.22
21 Jul 2019,129.22
22 Jul 2019,129.31
23 Jul 2019,129.31
24 Jul 2019,129.29
25 Jul 2019,128.76
26 Jul 2019,129.17
27 Jul 2019,128.83
28 Jul 2019,128.83
29 Jul 2019,128.86
30 Jul 2019,129.16
31 Jul 2019,129.18
01 Aug 2019,130.62
02 Aug 2019,133.08
03 Aug 2019,133.52
04 Aug 2019,133.52
05 Aug 2019,135.34
06 Aug 2019,134.49
07 Aug 2019,134.39
08 Aug 2019,133.51
09 Aug 2019,135.29
10 Aug 2019,134.28
11 Aug 2019,134.28
12 Aug 2019,135.64
13 Aug 2019,133
14 Aug 2019,135.23
15 Aug 2019,134.29
16 Aug 2019,133.71
18 Aug 2019,133.71
19 Aug 2019,133.93
20 Aug 2019,134.14
21 Aug 2019,133.63
22 Aug 2019,133.74
23 Aug 2019,135.46
24 Aug 2019,135.52
25 Aug 2019,135.52
26 Aug 2019,134.29
27 Aug 2019,134.96
28 Aug 2019,134.41
29 Aug 2019,133.19
30 Aug 2019,133.33
31 Aug 2019,133.47
01 Sep 2019,133.47
02 Sep 2019,133.9
03 Sep 2019,133.93
04 Sep 2019,132.89
05 Sep 2019,132
06 Sep 2019,131.6
07 Sep 2019,131.56
08 Sep 2019,131.56
09 Sep 2019,131.07
10 Sep 2019,130.7
11 Sep 2019,130.46
12 Sep 2019,128.87
13 Sep 2019,129.21
14 Sep 2019,129.2
15 Sep 2019,129.2
16 Sep 2019,130.37
17 Sep 2019,130.21
18 Sep 2019,129.96
19 Sep 2019,130.71
20 Sep 2019,130.5
21 Sep 2019,131.14
22 Sep 2019,131.14
23 Sep 2019,130.91
24 Sep 2019,131.9
25 Sep 2019,131.39
26 Sep 2019,131.57
27 Sep 2019,131.62
28 Sep 2019,131.48
29 Sep 2019,131.51
30 Sep 2019,131.15
01 Oct 2019,131.95
02 Oct 2019,132.62
03 Oct 2019,132.5
04 Oct 2019,132.34
05 Oct 2019,132.16
06 Oct 2019,132.16
07 Oct 2019,132.33
08 Oct 2019,132.47
09 Oct 2019,131.7
10 Oct 2019,130.9
11 Oct 2019,130.2
12 Oct 2019,130.41
13 Oct 2019,130.37
14 Oct 2019,130.35
15 Oct 2019,130.12
16 Oct 2019,130.43
17 Oct 2019,130.48
18 Oct 2019,130.40
