"Date","Price","Open","High","Low","Change %"
"Mar 10, 2017","116.59","116.45","116.69","115.82","0.11%"
"Mar 13, 2017","116.26","116.50","116.72","116.22","-0.28%"
"Mar 14, 2017","116.53","116.27","116.78","116.07","0.23%"
"Mar 15, 2017","117.88","116.58","118.11","116.36","1.16%"
"Mar 16, 2017","117.80","117.86","118.17","117.50","-0.07%"
"Mar 17, 2017","118.39","117.81","118.56","117.42","0.50%"
"Mar 20, 2017","118.28","118.38","118.55","117.91","-0.09%"
"Mar 21, 2017","119.22","118.30","119.39","117.97","0.79%"
"Mar 22, 2017","119.91","119.20","120.36","119.11","0.58%"
"Mar 23, 2017","120.11","119.92","120.46","119.47","0.17%"
"Mar 24, 2017","119.69","120.12","120.47","119.56","-0.35%"
"Mar 27, 2017","120.28","119.85","120.90","119.76","0.49%"
"Mar 28, 2017","119.75","120.31","120.83","119.70","-0.44%"
"Mar 29, 2017","119.89","119.75","120.25","119.64","0.12%"
"Mar 30, 2017","118.97","119.91","120.08","118.94","-0.77%"
"Mar 31, 2017","119.62","118.97","119.80","118.72","0.55%"
"Apr 03, 2017","120.14","119.64","120.20","119.39","0.43%"
"Apr 04, 2017","120.34","120.14","120.89","120.06","0.17%"
"Apr 05, 2017","120.33","120.35","120.60","119.52","-0.01%"
"Apr 06, 2017","120.34","120.33","120.84","119.97","0.01%"
"Apr 07, 2017","119.91","120.33","121.19","119.58","-0.36%"
"Apr 10, 2017","119.77","119.84","119.97","119.18","-0.12%"
"Apr 11, 2017","121.17","119.77","121.19","119.73","1.17%"
"Apr 12, 2017","121.75","121.16","121.86","120.83","0.48%"
"Apr 13, 2017","121.51","121.75","122.03","121.17","-0.20%"
"Apr 14, 2017","122.02","121.56","122.15","121.37","0.42%"
"Apr 17, 2017","121.99","121.99","122.72","121.68","-0.02%"
"Apr 18, 2017","122.64","122.00","122.78","121.64","0.53%"
"Apr 19, 2017","122.14","122.62","122.69","121.78","-0.41%"
"Apr 20, 2017","121.88","122.12","122.53","121.67","-0.21%"
"Apr 21, 2017","122.11","121.89","122.34","121.70","0.19%"
"Apr 24, 2017","121.35","120.59","121.48","120.40","-0.62%"
"Apr 25, 2017","119.52","121.33","121.53","119.39","-1.51%"
"Apr 26, 2017","119.62","119.53","119.84","118.84","0.08%"
"Apr 27, 2017","119.67","119.61","119.91","119.25","0.04%"
"Apr 28, 2017","119.50","119.66","120.06","119.31","-0.14%"
"May 01, 2017","119.18","119.75","119.86","119.07","-0.27%"
"May 02, 2017","118.87","119.19","119.25","118.52","-0.26%"
"May 03, 2017","118.00","118.89","118.92","117.97","-0.73%"
"May 04, 2017","118.50","117.98","118.66","117.83","0.42%"
"May 05, 2017","118.25","118.51","119.07","118.15","-0.21%"
"May 08, 2017","117.52","117.97","118.43","117.47","-0.62%"
"May 09, 2017","117.12","117.54","117.80","116.75","-0.34%"
"May 10, 2017","116.88","117.11","117.51","116.79","-0.20%"
"May 11, 2017","117.31","116.87","117.74","116.78","0.37%"
"May 12, 2017","117.60","117.30","117.76","116.99","0.25%"
"May 15, 2017","116.92","117.72","117.83","116.84","-0.58%"
"May 16, 2017","117.58","116.95","117.78","116.90","0.56%"
"May 17, 2017","120.22","117.55","120.26","117.51","2.25%"
"May 18, 2017","119.79","120.22","121.16","119.51","-0.36%"
"May 19, 2017","119.84","119.80","120.77","119.23","0.04%"
"May 22, 2017","119.53","119.78","120.25","119.09","-0.26%"
"May 23, 2017","119.00","119.52","120.00","118.91","-0.44%"
"May 24, 2017","119.36","118.97","119.39","118.67","0.30%"
"May 25, 2017","119.00","119.35","119.38","118.86","-0.30%"
"May 26, 2017","119.40","119.01","119.94","118.89","0.34%"
"May 29, 2017","119.73","119.42","119.75","119.31","0.28%"
"May 30, 2017","120.20","119.72","120.40","119.63","0.39%"
"May 31, 2017","120.27","120.19","120.58","119.78","0.06%"
"Jun 01, 2017","119.64","120.26","120.34","119.49","-0.52%"
"Jun 02, 2017","120.50","119.61","120.58","119.09","0.72%"
"Jun 05, 2017","120.28","120.53","120.67","119.97","-0.18%"
"Jun 06, 2017","121.55","120.27","121.75","120.19","1.06%"
"Jun 07, 2017","121.15","121.54","121.95","121.08","-0.33%"
"Jun 08, 2017","120.89","121.16","121.64","120.47","-0.21%"
"Jun 09, 2017","120.45","120.88","121.16","119.93","-0.36%"
"Jun 12, 2017","120.97","120.39","121.31","120.33","0.43%"
"Jun 13, 2017","120.77","120.95","121.09","120.53","-0.17%"
"Jun 14, 2017","121.22","120.76","122.05","120.35","0.37%"
"Jun 15, 2017","119.78","121.24","121.56","119.72","-1.19%"
"Jun 16, 2017","119.94","119.77","120.19","119.34","0.13%"
"Jun 19, 2017","119.16","119.97","120.06","119.06","-0.65%"
"Jun 20, 2017","119.22","119.19","119.38","118.89","0.05%"
"Jun 21, 2017","119.58","119.23","119.94","119.17","0.30%"
"Jun 22, 2017","119.71","119.58","120.08","119.50","0.11%"
"Jun 23, 2017","119.75","119.72","119.92","119.61","0.03%"
"Jun 26, 2017","119.16","119.92","119.92","119.06","-0.49%"
"Jun 27, 2017","118.62","119.14","119.58","118.49","-0.45%"
"Jun 28, 2017","118.67","118.62","119.19","118.55","0.04%"
"Jun 29, 2017","118.80","118.67","119.19","118.01","0.11%"
"Jun 30, 2017","118.59","118.81","119.31","118.38","-0.18%"
"Jul 03, 2017","117.91","118.86","119.08","117.80","-0.57%"
"Jul 04, 2017","117.97","117.89","118.70","117.78","0.05%"
"Jul 05, 2017","117.98","117.94","118.36","117.53","0.01%"
"Jul 06, 2017","118.25","117.98","118.47","117.94","0.23%"
"Jul 07, 2017","117.67","118.25","118.38","117.39","-0.49%"
"Jul 10, 2017","117.49","117.61","117.73","117.22","-0.15%"
"Jul 11, 2017","117.53","117.49","117.76","116.94","0.03%"
"Jul 12, 2017","118.15","117.54","118.40","117.50","0.53%"
"Jul 13, 2017","117.83","118.14","118.23","117.61","-0.27%"
"Jul 14, 2017","118.53","117.83","118.81","117.45","0.59%"
"Jul 17, 2017","118.33","118.50","118.69","118.08","-0.17%"
"Jul 18, 2017","118.75","118.33","119.17","118.22","0.35%"
"Jul 19, 2017","118.94","118.73","119.41","118.61","0.16%"
"Jul 20, 2017","119.16","118.95","119.62","118.60","0.18%"
"Jul 21, 2017","119.80","119.14","119.94","118.85","0.54%"
"Jul 24, 2017","119.80","119.86","120.33","119.56","0.00%"
"Jul 25, 2017","119.10","119.78","120.19","119.00","-0.58%"
"Jul 26, 2017","119.95","119.11","120.08","118.86","0.71%"
"Jul 27, 2017","119.69","119.95","120.25","119.20","-0.22%"
"Jul 28, 2017","120.42","119.70","120.55","119.59","0.61%"
"Jul 31, 2017","120.86","120.44","120.92","120.28","0.37%"
"Aug 01, 2017","120.73","120.86","121.20","120.46","-0.11%"
"Aug 02, 2017","120.33","120.72","120.83","120.05","-0.33%"
"Aug 03, 2017","121.09","120.33","121.30","120.21","0.63%"
"Aug 04, 2017","120.31","121.08","121.31","119.91","-0.64%"
"Aug 07, 2017","120.28","120.36","120.39","120.08","-0.02%"
"Aug 08, 2017","120.69","120.28","120.77","120.11","0.34%"
"Aug 09, 2017","121.11","120.70","121.72","120.60","0.35%"
"Aug 10, 2017","122.09","121.13","122.17","121.01","0.81%"
"Aug 11, 2017","122.34","122.11","122.84","122.09","0.20%"
"Aug 14, 2017","121.75","122.50","122.53","121.56","-0.48%"
"Aug 15, 2017","120.72","121.75","121.80","120.53","-0.85%"
"Aug 16, 2017","121.41","120.75","121.59","120.56","0.57%"
"Aug 17, 2017","122.10","121.40","122.24","121.20","0.57%"
"Aug 18, 2017","122.37","122.09","123.06","121.92","0.22%"
"Aug 21, 2017","122.51","122.19","122.90","122.11","0.11%"
"Aug 22, 2017","121.78","122.50","122.62","121.68","-0.60%"
"Aug 23, 2017","122.52","121.77","122.64","121.50","0.61%"
"Aug 24, 2017","121.83","122.50","122.72","121.77","-0.56%"
"Aug 25, 2017","122.04","121.82","122.32","121.48","0.17%"
"Aug 28, 2017","122.10","122.21","122.36","121.91","0.05%"
"Aug 29, 2017","121.54","122.10","123.21","121.37","-0.46%"
"Aug 30, 2017","121.06","121.53","121.77","120.84","-0.39%"
"Aug 31, 2017","121.33","121.03","121.44","120.56","0.22%"
"Sep 01, 2017","121.00","121.33","121.80","120.83","-0.27%"
"Sep 04, 2017","121.58","121.97","122.08","121.39","0.48%"
"Sep 05, 2017","122.57","121.57","122.79","121.47","0.81%"
"Sep 06, 2017","122.10","122.59","122.98","121.92","-0.38%"
"Sep 07, 2017","122.69","122.10","123.14","122.04","0.48%"
"Sep 08, 2017","122.44","122.72","123.08","122.08","-0.20%"
"Sep 11, 2017","120.31","122.01","122.09","120.20","-1.74%"
"Sep 12, 2017","119.77","120.33","121.00","119.69","-0.45%"
"Sep 13, 2017","119.50","119.72","120.16","119.27","-0.23%"
"Sep 14, 2017","120.19","119.49","120.39","119.32","0.58%"
"Sep 15, 2017","119.44","120.19","120.94","118.92","-0.62%"
"Sep 18, 2017","118.81","119.42","119.42","118.69","-0.53%"
"Sep 19, 2017","118.99","118.80","119.42","118.57","0.15%"
"Sep 20, 2017","118.35","118.99","119.41","118.02","-0.54%"
"Sep 21, 2017","118.08","118.36","118.44","117.81","-0.23%"
"Sep 22, 2017","118.88","118.09","119.42","118.00","0.68%"
"Sep 25, 2017","119.27","118.86","119.56","118.20","0.33%"
"Sep 26, 2017","119.18","119.27","119.94","118.93","-0.08%"
"Sep 27, 2017","119.11","119.20","119.60","118.67","-0.06%"
"Sep 28, 2017","120.30","119.11","120.41","118.98","1.00%"
"Sep 29, 2017","119.75","120.28","120.36","119.36","-0.46%"
"Oct 02, 2017","120.05","119.70","120.31","119.38","0.25%"
"Oct 03, 2017","120.00","120.07","120.35","119.64","-0.04%"
"Oct 04, 2017","119.52","119.99","120.36","119.32","-0.40%"
"Oct 05, 2017","119.28","119.53","119.78","119.22","-0.20%"
"Oct 06, 2017","119.89","119.28","119.94","119.03","0.51%"
"Oct 09, 2017","119.97","119.83","120.22","119.77","0.07%"
"Oct 10, 2017","120.17","119.95","120.67","119.59","0.17%"
"Oct 11, 2017","120.16","120.17","120.61","120.02","-0.01%"
"Oct 12, 2017","120.27","120.13","120.49","120.06","0.09%"
"Oct 13, 2017","120.69","120.30","120.86","120.25","0.35%"
"Oct 16, 2017","120.17","120.53","120.81","120.08","-0.43%"
"Oct 17, 2017","120.37","120.16","120.53","120.03","0.17%"
"Oct 18, 2017","119.67","120.36","120.52","119.56","-0.58%"
"Oct 19, 2017","120.16","119.69","120.42","119.53","0.41%"
"Oct 20, 2017","119.09","120.16","120.20","119.03","-0.89%"
"Oct 23, 2017","119.39","118.92","119.59","118.48","0.25%"
"Oct 24, 2017","118.81","119.38","119.56","118.69","-0.49%"
"Oct 25, 2017","119.37","118.79","119.65","118.73","0.47%"
"Oct 26, 2017","119.15","119.36","119.73","119.05","-0.18%"
"Oct 27, 2017","119.78","119.17","119.83","118.91","0.53%"
"Oct 30, 2017","120.03","119.72","120.18","119.37","0.21%"
"Oct 31, 2017","119.35","120.00","120.23","119.25","-0.57%"
"Nov 01, 2017","118.94","119.38","119.55","118.83","-0.34%"
"Nov 02, 2017","118.78","118.90","119.35","118.63","-0.13%"
"Nov 03, 2017","118.32","118.79","118.95","117.95","-0.39%"
"Nov 06, 2017","118.94","118.44","118.97","117.89","0.52%"
"Nov 07, 2017","118.53","118.94","118.95","118.17","-0.34%"
"Nov 08, 2017","118.70","118.53","119.20","118.47","0.14%"
"Nov 09, 2017","119.11","118.71","119.51","118.47","0.35%"
"Nov 10, 2017","119.19","119.09","119.52","119.03","0.07%"
"Nov 13, 2017","119.27","119.20","119.67","118.98","0.07%"
"Nov 14, 2017","119.46","119.29","119.63","118.94","0.16%"
"Nov 15, 2017","119.92","119.44","120.33","119.34","0.39%"
"Nov 16, 2017","119.78","119.92","120.12","119.48","-0.12%"
"Nov 17, 2017","120.69","119.80","120.85","119.69","0.76%"
"Nov 20, 2017","120.18","120.67","120.90","120.07","-0.42%"
"Nov 21, 2017","120.36","120.18","120.66","120.14","0.15%"
"Nov 22, 2017","121.62","120.35","121.71","120.29","1.05%"
"Nov 23, 2017","121.50","121.63","121.81","121.33","-0.10%"
"Nov 24, 2017","121.05","121.51","121.54","120.96","-0.37%"
"Nov 27, 2017","121.69","121.14","121.95","120.86","0.53%"
"Nov 28, 2017","121.17","121.70","121.89","121.00","-0.43%"
"Nov 29, 2017","120.64","121.14","121.33","120.39","-0.44%"
"Nov 30, 2017","120.19","120.67","121.06","120.08","-0.37%"
"Dec 01, 2017","120.65","120.19","121.41","119.83","0.38%"
"Dec 04, 2017","120.33","120.20","120.39","119.59","-0.27%"
"Dec 05, 2017","120.06","120.33","120.34","119.78","-0.22%"
"Dec 06, 2017","120.56","120.06","120.86","119.98","0.42%"
"Dec 07, 2017","119.86","120.59","120.67","119.78","-0.58%"
"Dec 08, 2017","119.38","119.84","119.84","119.22","-0.40%"
"Dec 11, 2017","119.34","119.37","119.68","119.10","-0.03%"
"Dec 12, 2017","119.50","119.32","119.68","119.27","0.13%"
"Dec 13, 2017","120.71","119.54","120.79","119.48","1.01%"
"Dec 14, 2017","120.81","120.70","121.17","120.27","0.08%"
"Dec 15, 2017","120.61","120.80","121.20","120.41","-0.17%"
"Dec 18, 2017","120.68","120.55","120.93","120.34","0.06%"
"Dec 19, 2017","120.27","120.69","120.75","120.06","-0.34%"
"Dec 20, 2017","119.74","120.27","120.35","119.64","-0.44%"
"Dec 21, 2017","119.63","119.73","119.94","119.32","-0.09%"
"Dec 22, 2017","119.72","119.62","119.74","119.47","0.08%"
"Dec 25, 2017","119.72","119.69","119.80","119.64","0.00%"
"Dec 26, 2017","119.76","119.71","119.88","119.62","0.03%"
"Dec 27, 2017","119.63","119.78","119.86","119.61","-0.11%"
"Dec 28, 2017","120.14","119.61","120.36","119.61","0.43%"
"Dec 29, 2017","120.40","120.17","120.64","119.95","0.22%"
"Jan 01, 2018","120.44","120.42","120.44","120.39","0.03%"
"Jan 02, 2018","120.38","120.42","120.64","120.06","-0.05%"
"Jan 03, 2018","119.80","120.40","120.54","119.68","-0.48%"
"Jan 04, 2018","119.06","119.77","119.80","118.94","-0.62%"
"Jan 05, 2018","118.64","119.08","119.11","118.39","-0.35%"
"Jan 08, 2018","118.72","118.64","118.95","118.35","0.07%"
"Jan 09, 2018","119.28","118.74","119.60","118.63","0.47%"
"Jan 10, 2018","120.58","119.28","120.75","119.13","1.09%"
"Jan 11, 2018","120.44","120.57","120.71","119.85","-0.12%"
"Jan 12, 2018","120.26","120.43","120.66","119.54","-0.15%"
"Jan 15, 2018","120.63","120.21","120.89","120.08","0.31%"
"Jan 16, 2018","120.75","120.64","120.99","120.14","0.10%"
"Jan 17, 2018","120.04","120.77","121.07","119.97","-0.59%"
"Jan 18, 2018","120.11","120.03","120.58","119.83","0.06%"
"Jan 19, 2018","120.19","120.11","120.50","119.78","0.07%"
"Jan 22, 2018","120.33","120.31","120.62","120.00","0.12%"
"Jan 23, 2018","120.80","120.36","120.86","119.81","0.39%"
"Jan 24, 2018","121.89","120.78","122.19","120.74","0.90%"
"Jan 25, 2018","121.45","121.87","122.47","121.11","-0.36%"
"Jan 26, 2018","122.41","121.45","122.89","121.05","0.79%"
"Jan 29, 2018","122.65","122.44","123.02","122.27","0.20%"
"Jan 30, 2018","123.49","122.67","123.91","122.53","0.68%"
"Jan 31, 2018","122.60","123.49","123.58","122.33","-0.72%"
"Feb 01, 2018","122.72","122.62","122.94","122.33","0.10%"
"Feb 02, 2018","122.17","122.74","122.83","121.75","-0.45%"
"Feb 05, 2018","123.97","122.19","124.11","121.97","1.47%"
"Feb 06, 2018","123.69","123.95","125.47","123.59","-0.23%"
"Feb 07, 2018","123.97","123.70","124.51","123.49","0.23%"
"Feb 08, 2018","125.11","123.99","125.29","123.86","0.92%"
"Feb 09, 2018","125.26","125.10","126.14","124.66","0.12%"
"Feb 12, 2018","125.70","125.25","125.95","125.06","0.35%"
"Feb 13, 2018","126.66","125.69","127.16","125.40","0.76%"
"Feb 14, 2018","127.35","126.66","127.71","126.58","0.54%"
"Feb 15, 2018","127.76","127.35","128.06","126.91","0.32%"
"Feb 16, 2018","127.53","127.75","128.46","127.43","-0.18%"
"Feb 19, 2018","127.20","127.52","127.75","127.06","-0.26%"
"Feb 20, 2018","126.82","127.21","127.32","126.77","-0.30%"
"Feb 21, 2018","126.36","126.81","126.92","125.88","-0.36%"
"Feb 22, 2018","128.17","126.38","128.37","126.34","1.43%"
"Feb 23, 2018","127.87","128.16","128.32","127.61","-0.23%"
"Feb 26, 2018","127.73","127.81","128.38","127.39","-0.11%"
"Feb 27, 2018","127.41","127.75","128.07","127.00","-0.25%"
"Feb 28, 2018","128.85","127.39","128.98","127.15","1.13%"
"Mar 01, 2018","129.40","128.82","129.50","128.23","0.43%"
"Mar 02, 2018","130.09","129.43","130.72","129.09","0.53%"
"Mar 05, 2018","129.59","130.16","130.66","129.56","-0.38%"
"Mar 06, 2018","129.80","129.61","130.15","129.24","0.16%"
"Mar 07, 2018","129.78","129.78","130.62","129.59","-0.02%"
"Mar 08, 2018","129.79","129.78","130.12","129.60","0.01%"
"Mar 09, 2018","129.04","129.76","129.85","128.74","-0.58%"
"Mar 12, 2018","129.40","129.03","129.53","128.72","0.28%"
"Mar 13, 2018","129.02","129.41","129.60","128.14","-0.29%"
"Mar 14, 2018","129.19","128.98","129.51","128.68","0.13%"
"Mar 15, 2018","129.27","129.20","129.98","129.15","0.06%"
"Mar 16, 2018","129.73","129.28","130.24","129.22","0.36%"
"Mar 19, 2018","129.74","129.74","130.24","129.47","0.01%"
"Mar 20, 2018","129.06","129.78","129.99","128.97","-0.52%"
"Mar 21, 2018","129.77","129.05","129.99","129.02","0.55%"
"Mar 22, 2018","130.62","129.78","130.66","129.66","0.65%"
"Mar 23, 2018","131.59","130.64","131.75","130.53","0.74%"
"Mar 26, 2018","130.35","131.61","131.84","130.25","-0.94%"
"Mar 27, 2018","130.45","130.33","130.49","129.59","0.08%"
"Mar 28, 2018","128.80","130.44","130.58","128.59","-1.26%"
"Mar 29, 2018","129.33","128.81","129.54","128.72","0.41%"
"Mar 30, 2018","129.53","129.34","129.72","129.19","0.15%"
"Apr 02, 2018","129.88","129.50","130.18","129.19","0.27%"
"Apr 03, 2018","129.12","129.90","130.15","129.06","-0.59%"
"Apr 04, 2018","128.93","129.12","129.91","128.84","-0.15%"
"Apr 05, 2018","128.21","128.91","129.00","128.06","-0.56%"
"Apr 06, 2018","128.81","128.22","129.02","128.14","0.47%"
"Apr 09, 2018","128.92","128.82","129.12","128.39","0.09%"
"Apr 10, 2018","128.25","128.89","129.09","128.01","-0.52%"
"Apr 11, 2018","128.83","128.26","129.02","128.19","0.45%"
"Apr 12, 2018","128.28","128.84","128.94","128.19","-0.43%"
"Apr 13, 2018","128.12","128.31","128.47","127.59","-0.12%"
"Apr 16, 2018","128.59","128.07","128.69","127.78","0.37%"
"Apr 17, 2018","128.65","128.58","128.82","128.39","0.05%"
"Apr 18, 2018","128.45","128.64","128.65","128.18","-0.16%"
"Apr 19, 2018","128.34","128.44","128.51","128.10","-0.09%"
"Apr 20, 2018","128.90","128.37","129.10","128.13","0.44%"
"Apr 23, 2018","127.81","128.94","128.99","127.75","-0.85%"
"Apr 24, 2018","127.61","127.80","127.94","127.16","-0.16%"
"Apr 25, 2018","127.21","127.62","127.74","127.18","-0.31%"
"Apr 26, 2018","127.05","127.23","127.46","126.91","-0.13%"
"Apr 27, 2018","127.38","127.07","127.49","126.81","0.26%"
"Apr 30, 2018","127.25","127.38","127.54","127.05","-0.10%"
"May 01, 2018","126.63","127.23","127.36","126.60","-0.49%"
"May 02, 2018","126.95","126.65","127.25","126.58","0.25%"
"May 03, 2018","127.64","126.93","127.97","126.88","0.54%"
"May 04, 2018","127.75","127.66","128.31","127.56","0.09%"
"May 07, 2018","128.33","127.74","128.45","127.63","0.45%"
"May 08, 2018","128.75","128.33","129.10","128.27","0.33%"
"May 09, 2018","128.30","128.75","128.90","128.13","-0.35%"
"May 10, 2018","128.71","128.36","128.81","128.01","0.32%"
"May 11, 2018","127.52","128.65","128.89","127.46","-0.92%"
"May 14, 2018","127.39","127.52","127.98","127.36","-0.10%"
"May 15, 2018","127.20","127.39","127.89","127.08","-0.15%"
"May 16, 2018","127.67","127.20","128.09","127.14","0.37%"
"May 17, 2018","126.85","127.66","127.81","126.74","-0.64%"
"May 18, 2018","127.78","126.84","127.97","126.59","0.73%"
"May 21, 2018","127.73","127.84","127.85","127.37","-0.04%"
"May 22, 2018","127.49","127.74","128.00","127.21","-0.19%"
"May 23, 2018","129.06","127.48","129.69","127.44","1.23%"
"May 24, 2018","129.38","129.06","129.88","128.75","0.25%"
"May 25, 2018","129.07","129.38","129.62","128.82","-0.24%"
"May 28, 2018","127.86","128.87","129.03","127.62","-0.94%"
"May 29, 2018","128.62","127.86","129.41","127.80","0.59%"
"May 30, 2018","128.46","128.61","129.44","128.24","-0.12%"
"May 31, 2018","127.69","128.46","128.89","127.47","-0.60%"
"Jun 01, 2018","126.84","127.69","127.81","126.61","-0.67%"
"Jun 04, 2018","126.32","126.89","126.96","126.26","-0.41%"
"Jun 05, 2018","126.41","126.33","126.77","126.10","0.07%"
"Jun 06, 2018","125.72","126.39","126.41","125.63","-0.55%"
"Jun 07, 2018","126.43","125.75","126.68","125.69","0.56%"
"Jun 08, 2018","127.16","126.44","127.59","126.26","0.58%"
"Jun 11, 2018","126.59","127.25","127.55","126.50","-0.45%"
"Jun 12, 2018","126.20","126.59","126.66","126.08","-0.31%"
"Jun 13, 2018","126.25","126.20","126.34","125.67","0.04%"
"Jun 14, 2018","125.92","126.25","126.73","125.83","-0.26%"
"Jun 15, 2018","125.86","125.92","126.20","125.59","-0.05%"
"Jun 18, 2018","126.00","125.86","126.30","125.78","0.11%"
"Jun 19, 2018","126.58","126.02","127.17","125.97","0.46%"
"Jun 20, 2018","126.23","126.55","126.79","126.10","-0.28%"
"Jun 21, 2018","128.22","126.23","128.41","126.12","1.58%"
"Jun 22, 2018","128.03","128.19","128.38","127.58","-0.15%"
"Jun 25, 2018","128.94","128.12","129.44","127.94","0.71%"
"Jun 26, 2018","128.81","128.94","129.66","128.62","-0.10%"
"Jun 27, 2018","128.59","128.81","129.26","128.29","-0.17%"
"Jun 28, 2018","130.24","128.59","130.75","128.53","1.28%"
"Jun 29, 2018","129.47","130.25","130.52","129.17","-0.59%"
"Jul 02, 2018","129.67","129.43","130.17","128.36","0.15%"
"Jul 03, 2018","130.03","129.68","130.49","129.40","0.28%"
"Jul 04, 2018","129.91","130.03","130.41","129.62","-0.09%"
"Jul 05, 2018","130.03","129.91","130.76","129.75","0.09%"
"Jul 06, 2018","130.09","130.03","130.34","129.78","0.05%"
"Jul 09, 2018","129.23","130.04","130.27","129.16","-0.66%"
"Jul 10, 2018","129.38","129.22","129.46","128.84","0.12%"
"Jul 11, 2018","128.42","129.36","129.83","128.24","-0.74%"
"Jul 12, 2018","127.75","128.42","128.78","127.68","-0.52%"
"Jul 13, 2018","127.97","127.75","128.09","127.23","0.17%"
"Jul 16, 2018","128.01","127.99","128.20","127.80","0.03%"
"Jul 17, 2018","127.30","128.02","128.08","127.24","-0.55%"
"Jul 18, 2018","127.62","127.31","127.80","127.07","0.25%"
"Jul 19, 2018","128.71","127.65","129.15","127.56","0.85%"
"Jul 20, 2018","129.97","128.70","130.01","128.53","0.98%"
"Jul 23, 2018","130.13","129.87","130.63","129.75","0.12%"
"Jul 24, 2018","130.66","130.12","130.94","129.94","0.41%"
"Jul 25, 2018","130.30","130.66","130.72","129.98","-0.28%"
"Jul 26, 2018","130.01","130.29","130.78","129.96","-0.22%"
"Jul 27, 2018","129.83","129.98","130.53","129.38","-0.14%"
"Jul 30, 2018","129.74","129.87","130.03","129.47","-0.07%"
"Jul 31, 2018","128.90","129.75","130.21","128.79","-0.65%"
"Aug 01, 2018","129.25","128.90","129.65","128.78","0.27%"
"Aug 02, 2018","129.64","129.23","130.01","129.20","0.30%"
"Aug 03, 2018","130.25","129.62","130.46","129.44","0.47%"
"Aug 06, 2018","129.89","130.34","130.40","129.72","-0.28%"
"Aug 07, 2018","129.64","129.88","130.25","129.52","-0.19%"
"Aug 08, 2018","130.06","129.65","130.31","129.50","0.32%"
"Aug 09, 2018","129.72","130.06","130.34","129.59","-0.26%"
"Aug 10, 2018","130.47","129.72","131.00","129.62","0.58%"
"Aug 13, 2018","131.81","130.48","132.79","130.48","1.03%"
"Aug 14, 2018","131.17","131.85","132.12","130.98","-0.49%"
"Aug 15, 2018","131.84","131.19","132.24","130.84","0.51%"
"Aug 16, 2018","131.75","131.84","132.28","131.47","-0.07%"
"Aug 17, 2018","132.21","131.76","132.45","131.55","0.35%"
"Aug 20, 2018","132.55","132.20","132.63","131.71","0.26%"
"Aug 21, 2018","132.18","132.55","132.90","131.89","-0.28%"
"Aug 22, 2018","131.88","132.18","132.51","131.81","-0.23%"
"Aug 23, 2018","131.46","131.88","132.15","131.44","-0.32%"
"Aug 24, 2018","131.62","131.46","131.79","131.24","0.12%"
"Aug 27, 2018","131.61","131.61","131.76","131.12","-0.01%"
"Aug 28, 2018","131.50","131.61","131.79","131.13","-0.08%"
"Aug 29, 2018","131.24","131.51","131.88","131.04","-0.20%"
"Aug 30, 2018","132.36","131.21","132.40","131.13","0.85%"
"Aug 31, 2018","132.63","132.36","133.10","132.25","0.20%"
"Sep 03, 2018","133.38","132.59","133.74","132.47","0.57%"
"Sep 04, 2018","134.00","133.40","134.37","133.30","0.46%"
"Sep 05, 2018","133.91","134.00","134.10","133.63","-0.07%"
"Sep 06, 2018","134.44","133.91","134.73","133.52","0.40%"
"Sep 07, 2018","133.43","134.46","134.91","133.21","-0.75%"
"Sep 10, 2018","133.69","133.56","134.12","133.41","0.19%"
"Sep 11, 2018","133.09","133.69","133.78","133.07","-0.45%"
"Sep 12, 2018","133.24","133.08","133.58","132.86","0.11%"
"Sep 13, 2018","132.59","133.23","133.36","132.48","-0.49%"
"Sep 14, 2018","132.12","132.59","132.75","131.93","-0.35%"
"Sep 17, 2018","133.01","132.26","133.38","132.06","0.67%"
"Sep 18, 2018","132.21","132.99","133.44","132.16","-0.60%"
"Sep 19, 2018","132.47","132.21","132.78","132.18","0.20%"
"Sep 20, 2018","131.96","132.47","132.54","131.84","-0.38%"
"Sep 21, 2018","131.63","131.96","132.03","131.06","-0.25%"
"Sep 24, 2018","131.79","131.69","132.31","131.63","0.12%"
"Sep 25, 2018","132.06","131.76","132.33","131.57","0.20%"
"Sep 26, 2018","132.22","132.06","132.56","131.72","0.12%"
"Sep 27, 2018","131.57","132.20","132.51","131.45","-0.49%"
"Sep 28, 2018","131.07","131.54","131.64","131.04","-0.38%"
"Oct 01, 2018","130.88","131.09","131.13","130.66","-0.14%"
"Oct 02, 2018","132.35","130.87","132.51","130.75","1.12%"
"Oct 03, 2018","131.62","132.36","132.92","131.59","-0.55%"
"Oct 04, 2018","133.16","131.62","133.50","131.59","1.17%"
"Oct 05, 2018","133.49","133.18","133.69","132.96","0.25%"
"Oct 08, 2018","134.39","133.47","134.88","133.27","0.67%"
"Oct 09, 2018","134.83","134.42","134.95","134.35","0.33%"
"Oct 10, 2018","135.41","134.82","135.43","134.19","0.43%"
"Oct 11, 2018","135.83","135.40","136.28","135.34","0.31%"
"Oct 12, 2018","135.51","135.82","136.02","135.01","-0.24%"
"Oct 15, 2018","136.07","135.69","136.41","135.49","0.41%"
"Oct 16, 2018","135.41","136.02","136.09","135.30","-0.49%"
"Oct 17, 2018","134.54","135.42","135.45","134.49","-0.64%"
"Oct 18, 2018","135.42","134.51","135.71","134.39","0.65%"
