"Date","Price","Open","High","Low","Change %"
"Aug 04, 2015","108.42","108.79","108.93","108.36","-0.39%"
"Aug 05, 2015","108.19","108.39","108.97","108.07","-0.20%"
"Aug 06, 2015","108.56","108.20","108.73","108.18","0.34%"
"Aug 07, 2015","109.00","108.52","109.10","108.23","0.40%"
"Aug 10, 2015","108.71","109.02","109.07","108.54","-0.26%"
"Aug 11, 2015","108.68","108.69","109.07","108.36","-0.03%"
"Aug 12, 2015","110.98","108.62","111.35","108.59","2.11%"
"Aug 13, 2015","110.46","110.92","111.08","110.21","-0.46%"
"Aug 14, 2015","110.90","110.40","111.15","110.34","0.40%"
"Aug 17, 2015","110.84","110.79","110.99","110.63","-0.06%"
"Aug 18, 2015","111.07","110.81","111.51","110.71","0.21%"
"Aug 19, 2015","111.81","111.02","111.93","110.96","0.66%"
"Aug 20, 2015","112.39","111.79","112.47","111.40","0.53%"
"Aug 21, 2015","114.25","112.35","114.44","112.24","1.65%"
"Aug 24, 2015","118.62","114.52","120.64","114.22","3.82%"
"Aug 25, 2015","118.33","118.58","118.82","116.76","-0.24%"
"Aug 26, 2015","117.78","118.30","118.75","117.64","-0.47%"
"Aug 27, 2015","115.61","117.73","117.86","115.21","-1.84%"
"Aug 28, 2015","114.88","115.57","116.21","114.81","-0.63%"
"Aug 31, 2015","115.90","114.87","116.18","114.81","0.89%"
"Sep 01, 2015","118.10","115.85","118.18","115.79","1.89%"
"Sep 02, 2015","117.43","118.04","118.28","116.96","-0.56%"
"Sep 03, 2015","118.00","117.39","118.43","117.01","0.48%"
"Sep 04, 2015","119.03","117.97","119.33","117.85","0.87%"
"Sep 07, 2015","119.45","119.17","119.61","118.65","0.35%"
"Sep 08, 2015","119.19","119.42","120.29","118.62","-0.21%"
"Sep 09, 2015","118.34","119.11","119.18","117.64","-0.72%"
"Sep 10, 2015","118.82","118.32","119.39","118.10","0.41%"
"Sep 11, 2015","118.84","118.77","119.05","118.11","0.01%"
"Sep 14, 2015","119.32","118.83","119.71","118.50","0.41%"
"Sep 15, 2015","119.62","119.27","120.66","118.85","0.25%"
"Sep 16, 2015","119.89","119.60","120.36","119.51","0.23%"
"Sep 17, 2015","120.47","119.83","120.69","119.37","0.48%"
"Sep 18, 2015","119.79","120.41","121.29","119.69","-0.56%"
"Sep 21, 2015","119.91","119.83","120.74","119.48","0.10%"
"Sep 22, 2015","120.65","119.82","121.13","119.77","0.62%"
"Sep 23, 2015","121.76","120.61","122.41","120.44","0.92%"
"Sep 24, 2015","121.97","121.74","122.88","121.63","0.18%"
"Sep 25, 2015","121.79","121.95","122.39","121.06","-0.16%"
"Sep 28, 2015","122.56","121.74","122.81","121.63","0.63%"
"Sep 29, 2015","122.63","122.52","123.43","122.15","0.06%"
"Sep 30, 2015","122.22","122.59","122.69","121.66","-0.33%"
"Oct 01, 2015","122.32","122.14","122.78","121.82","0.08%"
"Oct 02, 2015","122.11","122.26","123.39","121.55","-0.16%"
"Oct 05, 2015","120.33","121.98","122.16","120.16","-1.46%"
"Oct 06, 2015","118.46","120.25","120.39","117.38","-1.55%"
"Oct 07, 2015","115.19","118.44","118.71","114.12","-2.76%"
"Oct 08, 2015","115.63","114.97","115.96","114.07","0.37%"
"Oct 09, 2015","111.57","115.56","115.74","110.49","-3.50%"
"Oct 12, 2015","111.68","111.48","112.25","110.71","0.09%"
"Oct 13, 2015","113.74","111.59","113.93","111.57","1.85%"
"Oct 14, 2015","114.61","113.67","114.79","113.61","0.77%"
"Oct 15, 2015","113.18","114.54","114.82","110.74","-1.26%"
"Oct 16, 2015","113.28","113.03","114.04","112.74","0.09%"
"Oct 19, 2015","113.25","113.13","113.93","113.09","-0.03%"
"Oct 20, 2015","113.86","113.21","114.36","113.14","0.54%"
"Oct 21, 2015","114.36","113.81","114.76","113.67","0.44%"
"Oct 22, 2015","113.16","114.31","114.60","112.59","-1.05%"
"Oct 23, 2015","112.25","113.10","113.46","110.84","-0.80%"
"Oct 26, 2015","112.68","112.20","113.14","111.76","0.38%"
"Oct 27, 2015","113.08","112.62","113.38","112.33","0.35%"
"Oct 28, 2015","111.29","113.06","113.43","111.06","-1.58%"
"Oct 29, 2015","112.57","111.22","113.10","111.15","1.14%"
"Oct 30, 2015","113.47","112.47","113.80","112.05","0.80%"
"Nov 02, 2015","113.18","113.39","113.68","113.07","-0.25%"
"Nov 03, 2015","111.96","113.16","113.25","111.74","-1.08%"
"Nov 04, 2015","111.51","111.91","112.00","110.63","-0.40%"
"Nov 05, 2015","111.42","111.43","112.35","111.12","-0.09%"
"Nov 06, 2015","110.10","111.37","111.53","109.94","-1.18%"
"Nov 09, 2015","110.79","109.99","111.14","109.84","0.62%"
"Nov 10, 2015","110.49","110.76","110.93","110.13","-0.27%"
"Nov 11, 2015","110.73","110.47","110.77","109.96","0.22%"
"Nov 12, 2015","110.94","110.68","111.01","110.26","0.19%"
"Nov 13, 2015","111.42","110.91","111.61","110.83","0.43%"
"Nov 16, 2015","111.44","111.63","112.25","111.30","0.02%"
"Nov 17, 2015","111.36","111.41","111.62","110.92","-0.08%"
"Nov 18, 2015","111.61","111.33","112.01","110.72","0.23%"
"Nov 19, 2015","112.14","111.60","112.36","111.29","0.47%"
"Nov 20, 2015","111.10","112.10","112.19","110.69","-0.92%"
"Nov 23, 2015","111.71","111.14","111.78","110.93","0.55%"
"Nov 24, 2015","111.86","111.67","112.08","111.25","0.14%"
"Nov 25, 2015","111.54","111.83","112.11","111.29","-0.29%"
"Nov 26, 2015","111.96","111.52","112.10","111.48","0.38%"
"Nov 27, 2015","112.18","111.91","112.61","111.81","0.19%"
"Nov 30, 2015","112.39","112.13","112.83","112.08","0.19%"
"Dec 01, 2015","112.17","112.32","112.49","111.82","-0.20%"
"Dec 02, 2015","111.96","112.11","112.21","111.52","-0.19%"
"Dec 03, 2015","112.90","111.93","113.21","111.85","0.85%"
"Dec 04, 2015","112.30","112.89","113.02","112.08","-0.54%"
"Dec 07, 2015","112.19","112.20","112.36","111.96","-0.09%"
"Dec 08, 2015","112.85","112.16","113.06","112.13","0.58%"
"Dec 09, 2015","114.24","112.81","114.58","112.68","1.23%"
"Dec 10, 2015","114.60","114.17","114.98","113.90","0.32%"
"Dec 11, 2015","115.39","114.54","115.67","113.87","0.69%"
"Dec 14, 2015","116.31","115.19","116.98","115.04","0.79%"
"Dec 15, 2015","115.52","116.26","116.62","115.38","-0.68%"
"Dec 16, 2015","115.12","115.49","115.86","114.86","-0.35%"
"Dec 17, 2015","114.28","115.07","115.11","113.95","-0.73%"
"Dec 18, 2015","114.81","114.26","114.98","113.34","0.46%"
"Dec 21, 2015","113.64","114.74","115.00","113.04","-1.01%"
"Dec 22, 2015","112.94","113.52","113.71","111.57","-0.62%"
"Dec 23, 2015","112.81","112.89","113.06","112.36","-0.12%"
"Dec 24, 2015","113.28","112.79","113.46","112.71","0.41%"
"Dec 25, 2015","113.29","113.20","113.65","113.20","0.01%"
"Dec 28, 2015","113.36","113.37","113.57","112.85","0.07%"
"Dec 29, 2015","114.10","113.30","114.26","113.22","0.65%"
"Dec 30, 2015","114.36","114.05","114.79","113.80","0.23%"
"Dec 31, 2015","114.59","114.32","114.90","114.25","0.20%"
"Jan 01, 2016","114.58","114.55","114.64","114.54","0.00%"
"Jan 04, 2016","116.50","114.56","117.24","114.47","1.67%"
"Jan 05, 2016","116.43","116.44","117.19","115.32","-0.06%"
"Jan 06, 2016","117.72","116.34","117.96","115.90","1.11%"
"Jan 07, 2016","118.35","117.69","118.72","117.10","0.53%"
"Jan 08, 2016","118.54","118.33","118.54","116.81","0.16%"
"Jan 11, 2016","117.85","118.49","119.34","117.49","-0.58%"
"Jan 12, 2016","118.24","117.76","118.65","117.14","0.33%"
"Jan 13, 2016","117.50","118.16","118.28","116.72","-0.63%"
"Jan 14, 2016","117.83","117.41","118.98","117.01","0.29%"
"Jan 15, 2016","118.69","117.77","119.27","116.74","0.73%"
"Jan 18, 2016","118.73","118.71","119.19","118.50","0.03%"
"Jan 19, 2016","117.99","118.71","118.82","117.29","-0.63%"
"Jan 20, 2016","119.38","117.93","120.38","117.87","1.18%"
"Jan 21, 2016","118.17","119.31","119.57","118.02","-1.01%"
"Jan 22, 2016","116.60","118.11","118.26","116.44","-1.33%"
"Jan 25, 2016","117.27","116.68","117.39","116.40","0.58%"
"Jan 26, 2016","117.38","117.22","118.31","117.12","0.09%"
"Jan 27, 2016","116.94","117.32","117.64","116.50","-0.37%"
"Jan 28, 2016","116.76","116.91","117.29","116.49","-0.15%"
"Jan 29, 2016","113.79","116.70","116.89","113.14","-2.54%"
"Feb 01, 2016","112.72","113.72","113.79","111.82","-0.94%"
"Feb 02, 2016","114.10","112.68","114.21","112.51","1.22%"
"Feb 03, 2016","116.75","114.01","117.61","113.98","2.33%"
"Feb 04, 2016","116.79","116.59","117.04","115.44","0.03%"
"Feb 05, 2016","116.56","116.75","117.18","115.96","-0.20%"
"Feb 08, 2016","117.61","116.48","118.28","115.87","0.91%"
"Feb 09, 2016","118.18","117.57","119.72","117.54","0.48%"
"Feb 10, 2016","118.78","118.14","119.01","116.83","0.51%"
"Feb 11, 2016","119.75","118.74","121.24","118.21","0.82%"
"Feb 12, 2016","119.14","119.72","120.71","118.75","-0.51%"
"Feb 15, 2016","116.74","119.06","119.29","116.51","-2.02%"
"Feb 16, 2016","117.47","116.69","117.96","115.88","0.63%"
"Feb 17, 2016","118.40","117.43","119.08","117.06","0.79%"
"Feb 18, 2016","119.17","118.34","119.28","117.84","0.65%"
"Feb 19, 2016","119.88","119.11","120.33","118.95","0.60%"
"Feb 22, 2016","119.00","119.76","120.07","118.46","-0.74%"
"Feb 23, 2016","119.74","118.99","120.12","118.79","0.63%"
"Feb 24, 2016","119.56","119.69","120.79","119.42","-0.15%"
"Feb 25, 2016","118.68","119.48","119.96","118.58","-0.73%"
"Feb 26, 2016","117.28","118.63","118.95","117.23","-1.18%"
"Feb 29, 2016","118.67","117.37","118.78","117.23","1.18%"
"Mar 01, 2016","117.10","118.61","119.18","116.85","-1.32%"
"Mar 02, 2016","117.13","117.03","117.40","115.94","0.03%"
"Mar 03, 2016","116.42","117.04","117.16","115.89","-0.61%"
"Mar 04, 2016","115.46","116.36","116.89","114.87","-0.82%"
"Mar 07, 2016","115.37","115.35","115.64","113.92","-0.08%"
"Mar 08, 2016","116.71","115.31","116.90","115.24","1.16%"
"Mar 09, 2016","115.89","116.64","117.11","115.78","-0.70%"
"Mar 10, 2016","115.50","115.83","116.14","114.17","-0.33%"
"Mar 11, 2016","114.83","115.46","115.93","114.66","-0.58%"
"Mar 14, 2016","114.74","114.73","115.07","113.83","-0.08%"
"Mar 15, 2016","116.43","114.68","117.00","114.55","1.47%"
"Mar 16, 2016","117.84","116.42","118.12","115.73","1.22%"
"Mar 17, 2016","117.57","117.81","118.33","116.20","-0.23%"
"Mar 18, 2016","117.57","117.49","117.99","117.12","0.01%"
"Mar 21, 2016","117.32","117.61","118.44","117.23","-0.22%"
"Mar 22, 2016","117.29","117.27","118.33","116.98","-0.03%"
"Mar 23, 2016","117.25","117.23","117.61","116.65","-0.03%"
"Mar 24, 2016","117.38","117.22","117.93","116.56","0.11%"
"Mar 25, 2016","117.21","117.32","117.57","116.89","-0.15%"
"Mar 28, 2016","117.82","117.12","118.16","116.65","0.52%"
"Mar 29, 2016","118.88","117.78","118.99","117.40","0.90%"
"Mar 30, 2016","118.01","118.86","119.19","117.69","-0.73%"
"Mar 31, 2016","117.79","117.97","118.46","117.60","-0.19%"
"Apr 01, 2016","117.85","117.74","118.18","116.94","0.05%"
"Apr 04, 2016","118.26","117.73","118.53","117.62","0.35%"
"Apr 05, 2016","119.78","118.24","120.21","118.20","1.28%"
"Apr 06, 2016","120.43","119.77","120.93","119.17","0.55%"
"Apr 07, 2016","121.61","120.39","122.19","120.21","0.98%"
"Apr 08, 2016","121.63","121.55","121.75","120.41","0.02%"
"Apr 11, 2016","121.61","121.58","122.03","121.01","-0.02%"
"Apr 12, 2016","120.81","121.57","121.69","120.49","-0.66%"
"Apr 13, 2016","120.36","120.78","121.21","120.11","-0.38%"
"Apr 14, 2016","120.45","120.29","121.19","120.10","0.08%"
"Apr 15, 2016","121.14","120.35","121.33","119.85","0.57%"
"Apr 18, 2016","121.07","121.66","122.46","120.80","-0.06%"
"Apr 19, 2016","120.39","121.01","121.14","120.02","-0.55%"
"Apr 20, 2016","119.63","120.35","120.90","119.53","-0.64%"
"Apr 21, 2016","120.21","119.53","120.36","119.51","0.48%"
"Apr 22, 2016","118.06","120.16","120.57","117.97","-1.79%"
"Apr 25, 2016","118.68","118.23","119.15","117.88","0.53%"
"Apr 26, 2016","118.58","118.64","119.48","118.34","-0.08%"
"Apr 27, 2016","118.38","118.53","118.93","118.02","-0.17%"
"Apr 28, 2016","121.96","118.30","122.26","117.64","3.03%"
"Apr 29, 2016","123.96","121.95","124.06","121.82","1.64%"
"May 02, 2016","123.86","123.95","124.21","123.32","-0.08%"
"May 03, 2016","123.77","123.78","124.94","123.61","-0.08%"
"May 04, 2016","123.74","123.70","124.64","122.61","-0.03%"
"May 05, 2016","123.46","123.72","123.99","123.14","-0.22%"
"May 06, 2016","123.61","123.44","124.42","123.22","0.12%"
"May 09, 2016","122.68","123.59","123.96","122.28","-0.75%"
"May 10, 2016","121.61","122.59","123.11","121.46","-0.88%"
"May 11, 2016","122.74","121.57","122.79","121.31","0.93%"
"May 12, 2016","121.97","122.65","122.92","121.49","-0.62%"
"May 13, 2016","122.61","121.94","122.80","121.58","0.52%"
"May 16, 2016","122.01","122.61","122.78","121.88","-0.49%"
"May 17, 2016","121.85","121.97","122.19","121.15","-0.13%"
"May 18, 2016","121.50","121.79","122.50","121.36","-0.29%"
"May 19, 2016","123.26","121.44","123.57","121.42","1.45%"
"May 20, 2016","123.54","123.20","123.82","122.90","0.22%"
"May 23, 2016","124.34","123.52","124.49","123.34","0.65%"
"May 24, 2016","124.46","124.30","125.32","123.99","0.10%"
"May 25, 2016","123.89","124.40","124.52","123.53","-0.46%"
"May 26, 2016","123.93","123.87","124.77","123.40","0.03%"
"May 27, 2016","123.21","123.91","124.17","122.93","-0.58%"
"May 30, 2016","122.79","122.96","123.17","122.36","-0.35%"
"May 31, 2016","123.39","122.73","123.64","122.24","0.49%"
"Jun 01, 2016","124.69","123.31","125.28","123.23","1.06%"
"Jun 02, 2016","125.36","124.65","125.77","124.58","0.53%"
"Jun 03, 2016","127.59","125.31","127.61","124.62","1.78%"
"Jun 06, 2016","124.38","127.65","127.78","124.21","-2.52%"
"Jun 07, 2016","123.60","124.34","124.81","122.90","-0.63%"
"Jun 08, 2016","123.99","123.52","124.46","123.24","0.32%"
"Jun 09, 2016","123.86","123.91","124.82","123.60","-0.10%"
"Jun 10, 2016","124.29","123.80","124.83","123.68","0.35%"
"Jun 13, 2016","124.98","124.31","125.84","124.31","0.55%"
"Jun 14, 2016","125.95","124.92","126.71","124.74","0.78%"
"Jun 15, 2016","126.14","125.84","126.77","125.62","0.15%"
"Jun 16, 2016","128.23","126.10","128.93","125.89","1.66%"
"Jun 17, 2016","128.10","128.16","128.38","127.36","-0.11%"
"Jun 20, 2016","127.63","127.75","127.83","126.40","-0.36%"
"Jun 21, 2016","126.62","127.56","128.03","126.20","-0.79%"
"Jun 22, 2016","127.24","126.58","127.43","126.44","0.49%"
"Jun 23, 2016","124.89","127.18","127.43","124.76","-1.84%"
"Jun 24, 2016","130.88","124.84","134.55","124.05","4.80%"
"Jun 27, 2016","130.78","130.97","133.03","130.11","-0.08%"
"Jun 28, 2016","128.24","130.72","131.30","127.98","-1.95%"
"Jun 29, 2016","128.00","128.14","129.02","127.77","-0.18%"
"Jun 30, 2016","127.92","127.95","129.12","127.61","-0.07%"
"Jul 01, 2016","128.16","127.84","128.48","127.53","0.20%"
"Jul 04, 2016","128.00","128.10","128.49","127.37","-0.13%"
"Jul 05, 2016","129.05","127.72","129.41","127.66","0.82%"
"Jul 06, 2016","129.56","128.75","131.00","128.68","0.40%"
"Jul 07, 2016","130.25","129.27","130.54","129.15","0.53%"
"Jul 08, 2016","130.57","129.97","131.23","129.36","0.24%"
"Jul 11, 2016","127.32","130.35","130.46","127.09","-2.48%"
"Jul 12, 2016","125.32","127.21","127.82","124.88","-1.58%"
"Jul 13, 2016","125.32","125.26","126.07","124.80","0.00%"
"Jul 14, 2016","124.18","125.25","125.89","123.43","-0.90%"
"Jul 15, 2016","124.86","124.15","125.11","123.00","0.55%"
"Jul 18, 2016","123.29","124.21","124.39","123.11","-1.27%"
"Jul 19, 2016","123.33","123.25","123.88","122.82","0.04%"
"Jul 20, 2016","122.72","123.31","123.82","122.47","-0.49%"
"Jul 21, 2016","123.81","122.67","124.25","122.00","0.88%"
"Jul 22, 2016","123.58","123.74","124.09","123.17","-0.18%"
"Jul 25, 2016","124.21","123.51","124.29","122.89","0.51%"
"Jul 26, 2016","125.82","124.13","126.58","124.01","1.29%"
"Jul 27, 2016","124.67","125.78","125.87","123.21","-0.91%"
"Jul 28, 2016","124.46","124.61","125.49","124.12","-0.17%"
"Jul 29, 2016","128.32","124.44","128.46","124.34","3.11%"
"Aug 01, 2016","127.65","128.28","128.41","127.30","-0.53%"
"Aug 02, 2016","129.82","127.64","130.10","127.13","1.70%"
"Aug 03, 2016","129.65","129.77","130.21","129.15","-0.13%"
"Aug 04, 2016","129.79","129.57","130.24","129.24","0.11%"
"Aug 05, 2016","128.95","129.74","130.16","128.56","-0.65%"
"Aug 08, 2016","128.16","128.99","129.01","127.85","-0.61%"
"Aug 09, 2016","128.88","128.13","129.01","128.01","0.56%"
"Aug 10, 2016","129.48","128.85","129.88","128.73","0.46%"
"Aug 11, 2016","128.65","129.44","129.79","128.47","-0.63%"
"Aug 12, 2016","129.52","128.64","130.12","128.25","0.67%"
"Aug 15, 2016","129.50","129.67","130.00","129.21","-0.02%"
"Aug 16, 2016","130.56","129.46","131.56","129.38","0.82%"
"Aug 17, 2016","130.61","130.53","130.92","129.41","0.04%"
"Aug 18, 2016","131.32","130.57","131.55","130.49","0.54%"
"Aug 19, 2016","131.29","131.27","131.56","130.56","-0.02%"
"Aug 22, 2016","131.68","130.97","131.84","130.32","0.29%"
"Aug 23, 2016","131.87","131.63","132.27","131.53","0.15%"
"Aug 24, 2016","131.88","131.84","132.41","131.48","0.01%"
"Aug 25, 2016","131.73","131.83","132.15","131.54","-0.12%"
"Aug 26, 2016","129.68","131.69","131.96","129.50","-1.56%"
"Aug 29, 2016","130.16","129.64","130.31","129.23","0.37%"
"Aug 30, 2016","128.95","130.06","130.35","128.67","-0.93%"
"Aug 31, 2016","128.28","128.91","129.26","128.09","-0.52%"
"Sep 01, 2016","128.51","128.24","128.72","127.52","0.18%"
"Sep 02, 2016","127.39","128.46","128.88","126.93","-0.88%"
"Sep 05, 2016","127.15","127.37","127.75","126.73","-0.18%"
"Sep 06, 2016","128.67","127.13","128.81","126.69","1.19%"
"Sep 07, 2016","128.62","128.64","129.65","128.37","-0.04%"
"Sep 08, 2016","127.46","128.54","129.16","127.25","-0.91%"
"Sep 09, 2016","127.56","127.40","128.32","127.04","0.08%"
"Sep 12, 2016","128.61","127.50","128.97","127.37","0.83%"
"Sep 13, 2016","128.42","128.55","129.66","128.09","-0.15%"
"Sep 14, 2016","128.91","128.35","129.15","127.79","0.39%"
"Sep 15, 2016","129.04","128.88","129.40","128.13","0.10%"
"Sep 16, 2016","128.63","128.97","129.46","128.35","-0.33%"
"Sep 19, 2016","129.06","128.66","129.52","128.40","0.34%"
"Sep 20, 2016","129.31","129.01","129.54","128.71","0.19%"
"Sep 21, 2016","130.94","129.28","130.98","127.99","1.26%"
"Sep 22, 2016","129.93","130.87","131.27","129.61","-0.78%"
"Sep 23, 2016","129.47","129.88","129.97","129.22","-0.35%"
"Sep 26, 2016","129.87","129.46","130.00","129.32","0.31%"
"Sep 27, 2016","128.98","129.85","130.18","128.16","-0.69%"
"Sep 28, 2016","128.62","128.95","129.19","128.35","-0.28%"
"Sep 29, 2016","128.44","128.62","128.69","127.39","-0.14%"
"Sep 30, 2016","128.78","128.41","129.28","127.56","0.26%"
"Oct 03, 2016","127.72","128.78","128.97","127.70","-0.82%"
"Oct 04, 2016","126.17","127.70","127.81","126.06","-1.21%"
"Oct 05, 2016","125.58","126.19","126.67","125.38","-0.47%"
"Oct 06, 2016","124.95","125.54","125.71","124.66","-0.50%"
"Oct 07, 2016","126.17","124.95","126.25","124.83","0.98%"
"Oct 10, 2016","125.26","125.85","126.17","125.04","-0.72%"
"Oct 11, 2016","125.70","125.23","126.14","124.83","0.35%"
"Oct 12, 2016","124.92","125.70","125.98","124.58","-0.62%"
"Oct 13, 2016","126.11","124.94","126.56","124.42","0.95%"
"Oct 14, 2016","125.19","126.11","126.22","124.84","-0.73%"
"Oct 17, 2016","125.79","125.29","125.91","124.91","0.48%"
"Oct 18, 2016","125.47","125.78","126.06","125.05","-0.25%"
"Oct 19, 2016","125.75","125.47","126.08","125.19","0.22%"
"Oct 20, 2016","125.12","125.75","125.88","124.92","-0.50%"
"Oct 21, 2016","125.63","125.17","126.04","124.90","0.41%"
"Oct 24, 2016","124.91","125.56","125.62","124.73","-0.57%"
"Oct 25, 2016","124.78","124.93","125.00","123.98","-0.10%"
"Oct 26, 2016","124.50","124.78","125.06","124.31","-0.22%"
"Oct 27, 2016","123.78","124.48","124.89","123.69","-0.58%"
"Oct 28, 2016","124.64","123.80","124.91","123.65","0.69%"
"Oct 31, 2016","124.48","124.63","125.14","123.97","-0.13%"
"Nov 01, 2016","125.22","124.50","125.67","124.05","0.59%"
"Nov 02, 2016","126.39","125.19","126.73","125.17","0.93%"
"Nov 03, 2016","126.96","126.43","127.36","126.21","0.45%"
"Nov 04, 2016","126.72","126.96","127.52","126.39","-0.19%"
"Nov 07, 2016","125.28","126.67","126.72","125.06","-1.14%"
"Nov 08, 2016","124.42","125.27","125.51","124.32","-0.69%"
"Nov 09, 2016","123.97","124.39","130.16","123.67","-0.36%"
"Nov 10, 2016","122.98","123.97","124.93","122.81","-0.80%"
"Nov 11, 2016","124.56","122.97","126.98","122.81","1.28%"
"Nov 14, 2016","123.19","124.72","124.72","123.05","-1.10%"
"Nov 15, 2016","122.39","123.22","124.19","122.19","-0.65%"
"Nov 16, 2016","122.64","122.33","122.72","121.84","0.20%"
"Nov 17, 2016","121.44","122.69","123.36","121.36","-0.98%"
"Nov 18, 2016","121.03","121.44","122.33","120.98","-0.34%"
"Nov 21, 2016","121.13","121.09","121.58","120.56","0.08%"
"Nov 22, 2016","120.95","121.09","121.72","120.68","-0.15%"
"Nov 23, 2016","119.85","120.95","121.58","119.32","-0.91%"
"Nov 24, 2016","119.61","119.88","120.44","119.41","-0.20%"
"Nov 25, 2016","119.54","119.60","120.16","119.05","-0.06%"
"Nov 28, 2016","120.88","119.56","121.14","119.55","1.12%"
"Nov 29, 2016","120.78","120.78","121.19","119.73","-0.08%"
"Nov 30, 2016","118.40","120.79","121.15","118.32","-1.97%"
"Dec 01, 2016","118.73","118.45","119.19","118.02","0.28%"
"Dec 02, 2016","119.08","118.72","119.37","118.19","0.29%"
"Dec 05, 2016","117.99","119.12","119.81","117.02","-0.92%"
"Dec 06, 2016","117.38","118.02","118.36","117.05","-0.52%"
"Dec 07, 2016","117.13","117.33","117.50","116.64","-0.21%"
"Dec 08, 2016","116.51","117.12","117.43","116.16","-0.53%"
"Dec 09, 2016","115.49","116.54","116.75","115.49","-0.88%"
"Dec 12, 2016","115.86","115.58","116.03","114.72","0.32%"
"Dec 13, 2016","115.53","115.86","116.18","115.22","-0.28%"
"Dec 14, 2016","113.61","115.52","115.86","113.23","-1.66%"
"Dec 15, 2016","113.37","113.57","114.08","112.80","-0.21%"
"Dec 16, 2016","113.48","113.38","113.98","112.89","0.10%"
"Dec 19, 2016","114.31","113.56","114.84","113.43","0.73%"
"Dec 20, 2016","113.94","114.30","114.42","113.47","-0.32%"
"Dec 21, 2016","114.58","113.87","115.02","113.79","0.56%"
"Dec 22, 2016","114.45","114.59","114.75","114.11","-0.11%"
"Dec 23, 2016","114.61","114.48","114.84","114.34","0.14%"
"Dec 26, 2016","114.87","114.64","114.96","114.52","0.23%"
"Dec 27, 2016","114.52","114.86","114.90","114.28","-0.30%"
"Dec 28, 2016","114.64","114.52","114.86","114.06","0.10%"
"Dec 29, 2016","115.52","114.64","115.94","114.62","0.77%"
"Dec 30, 2016","115.25","115.53","116.03","114.77","-0.23%"
"Jan 02, 2017","114.64","115.08","115.39","114.47","-0.53%"
"Jan 03, 2017","114.47","114.59","115.00","113.63","-0.15%"
"Jan 04, 2017","114.61","114.52","114.84","113.92","0.12%"
"Jan 05, 2017","115.94","114.61","116.08","114.28","1.16%"
"Jan 06, 2017","114.31","115.94","116.23","114.03","-1.41%"
"Jan 09, 2017","115.19","114.31","115.26","113.87","0.77%"
"Jan 10, 2017","115.02","115.17","115.56","114.44","-0.15%"
"Jan 11, 2017","115.49","114.98","116.67","114.04","0.41%"
"Jan 12, 2017","115.86","115.53","116.81","115.19","0.32%"
"Jan 13, 2017","116.41","115.86","116.73","115.47","0.47%"
"Jan 16, 2017","117.05","116.33","117.48","116.33","0.55%"
"Jan 17, 2017","118.54","117.02","118.58","116.96","1.27%"
"Jan 18, 2017","116.36","118.55","118.62","116.25","-1.84%"
"Jan 19, 2017","116.42","116.39","116.89","115.66","0.05%"
"Jan 20, 2017","116.99","116.43","117.42","116.16","0.49%"
"Jan 23, 2017","118.55","117.25","118.56","117.11","1.33%"
"Jan 24, 2017","117.16","118.51","118.69","117.02","-1.17%"
"Jan 25, 2017","117.94","117.17","118.19","116.95","0.67%"
"Jan 26, 2017","116.44","117.90","118.15","116.10","-1.27%"
"Jan 27, 2017","116.08","116.44","116.65","115.77","-0.31%"
"Jan 30, 2017","117.29","116.10","117.63","116.04","1.04%"
"Jan 31, 2017","118.36","117.27","119.16","117.12","0.91%"
"Feb 01, 2017","118.08","118.34","118.53","117.33","-0.24%"
"Feb 02, 2017","118.37","118.08","119.16","117.93","0.25%"
"Feb 03, 2017","118.41","118.38","118.82","117.61","0.03%"
"Feb 06, 2017","119.24","118.69","119.37","118.17","0.70%"
"Feb 07, 2017","118.59","119.25","119.39","118.36","-0.55%"
"Feb 08, 2017","119.02","118.62","119.38","118.49","0.36%"
"Feb 09, 2017","117.45","119.03","119.25","117.34","-1.32%"
"Feb 10, 2017","117.61","117.42","118.00","116.90","0.14%"
"Feb 13, 2017","117.16","117.51","117.56","116.61","-0.38%"
"Feb 14, 2017","116.67","117.17","117.73","116.39","-0.42%"
"Feb 15, 2017","116.77","116.67","117.08","115.94","0.09%"
"Feb 16, 2017","117.63","116.81","117.81","116.62","0.74%"
"Feb 17, 2017","118.12","117.60","118.41","117.33","0.42%"
"Feb 20, 2017","118.07","118.13","118.26","117.93","-0.04%"
"Feb 21, 2017","117.63","118.07","118.10","117.52","-0.37%"
"Feb 22, 2017","117.98","117.66","118.41","117.56","0.30%"
"Feb 23, 2017","118.58","117.94","118.64","117.78","0.51%"
"Feb 24, 2017","118.82","118.55","119.08","118.04","0.20%"
"Feb 27, 2017","118.38","118.89","119.17","118.22","-0.37%"
"Feb 28, 2017","118.25","118.41","119.42","118.14","-0.11%"
"Mar 01, 2017","117.50","118.22","118.48","117.14","-0.63%"
"Mar 02, 2017","116.77","117.47","117.55","116.56","-0.62%"
"Mar 03, 2017","117.38","116.78","117.58","116.62","0.52%"
"Mar 06, 2017","117.22","117.36","117.67","117.00","-0.14%"
"Mar 07, 2017","117.09","117.20","117.36","116.94","-0.11%"
"Mar 08, 2017","116.74","117.12","117.43","116.32","-0.30%"
"Mar 09, 2017","116.46","116.72","116.95","116.42","-0.24%"
